"id","name","alias","address","zipcode","location","state","country","founded","phone","fax","email","website","president","manager","logo_big","logo_middle","logo_small","standard_playground","notes","extended","ordering","checked_out","checked_out_time","modified","modified_by","dissolved","asset_id"
33,"BEŞİKTAŞ","besiktas","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_bjk.png","images/com_joomleague/database/clubs/medium/medium_bjk.png","images/com_joomleague/database/clubs/small/small_bjk.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",11,0,0000-00-00 00:00:00,2018-11-10 11:40:46,232,,1
34,"KOZA WOS SPOR","koza-wos-spor","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_koza-wos.png","images/com_joomleague/database/clubs/medium/medium_koza-wos.jpg","images/com_joomleague/database/clubs/small/small_koza-wos.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",44,0,0000-00-00 00:00:00,2019-02-08 13:40:32,854,,2
35,"FENERBAHÇE","fenerbahce","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_fenerbahce.png","images/com_joomleague/database/clubs/medium/medium_fenerbahce.png","images/com_joomleague/database/clubs/small/small_fenerbahce.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",26,0,0000-00-00 00:00:00,2018-11-11 20:58:08,232,,3
36,"İSTANBUL BB","istanbul-bb","","","İSTANBUL","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_ibb_.png","images/com_joomleague/database/clubs/medium/medium_ibb.png","images/com_joomleague/database/clubs/small/small_ibb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",36,0,0000-00-00 00:00:00,2023-12-02 14:39:09,485,"",6742
37,"TÜRK TELEKOM","turk-telekom","","","ANKARA","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_turktelekom.png","images/com_joomleague/database/clubs/medium/medium_turk_telekom.png","images/com_joomleague/database/clubs/small/small_turk_telekom.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",59,0,0000-00-00 00:00:00,2022-04-21 17:33:23,485,"",138
38,"SARKUYSAN","sarkuysan","","","KOCAELİ","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_sarkuysan.png","images/com_joomleague/database/clubs/medium/medium_sarkuysan.png","images/com_joomleague/database/clubs/small/small_sarkuysan.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",52,0,0000-00-00 00:00:00,2018-11-11 20:56:48,232,,6
39,"GAZİOSMANPAŞA BLD","gop","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_gaziosmanpasa-bld.png","images/com_joomleague/database/clubs/medium/medium_gaziosmanpasa-bld.png","images/com_joomleague/database/clubs/small/small_gaziosmanpasa-bld.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",29,0,0000-00-00 00:00:00,2018-11-11 20:54:55,232,,7
40,"DİVAPAN","divapan","","","DÜZCE","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_divapan.png","images/com_joomleague/database/clubs/medium/medium_divapan.png","images/com_joomleague/database/clubs/small/small_divapan.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",22,0,0000-00-00 00:00:00,2018-11-10 11:38:24,232,,8
41,"BEYLİKDÜZÜ MTİ","beyluekduzu-mti","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_beylikduzu-mti.png","images/com_joomleague/database/clubs/medium/medium_beylikduzu-mti.png","images/com_joomleague/database/clubs/small/small_beylikduzu-mti.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",12,0,0000-00-00 00:00:00,2018-12-18 11:04:31,232,,9
42,"YALOVA BELEDİYESİ","yalova-belediyesi","","","YALOVA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_yalova-belediyesi.png","images/com_joomleague/database/clubs/medium/medium_yalova-belediyesi.png","images/com_joomleague/database/clubs/small/small_yalova-belediyesi.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",61,0,0000-00-00 00:00:00,2018-12-10 08:18:21,232,,10
43,"ÇUKUROVA ÜNİVERSİTESİ","cukurova-uni","","","ADANA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_cou.png","images/com_joomleague/database/clubs/medium/medium_cou.png","images/com_joomleague/database/clubs/small/small_cou.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",20,0,0000-00-00 00:00:00,2018-12-13 21:03:27,232,,11
44,"TENİS ESKRİM DAĞCILIK","tenis-eskrim","","","İSTANBUL","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_ted.png","images/com_joomleague/database/clubs/medium/medium_ted.png","images/com_joomleague/database/clubs/small/small_ted.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",56,0,0000-00-00 00:00:00,2022-04-16 15:04:41,485,"",101
45,"GİRNE AMERİKAN ÜNİV.","girne-amerikan-uni","","","KKTC","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_gau.png","images/com_joomleague/database/clubs/medium/medium_gau.png","images/com_joomleague/database/clubs/small/small_gau.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",30,0,0000-00-00 00:00:00,2018-12-13 21:01:24,232,,13
46,"ALTINORDU","altinordu","","","İZMİR","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_altinordu.png","images/com_joomleague/database/clubs/medium/medium_altinordu.png","images/com_joomleague/database/clubs/small/small_altinordu.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",4,0,0000-00-00 00:00:00,2018-12-13 17:26:15,232,,14
47,"ANTALYA B.ŞEHİR BLD. ASAT GSK","antalya-bb","","","ANTALYA","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_antalya-bb.png","images/com_joomleague/database/clubs/medium/medium_antalya-bb.png","images/com_joomleague/database/clubs/small/small_antalya-bb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",6,0,0000-00-00 00:00:00,2019-10-01 07:50:29,854,"",15
48,"MALATYA B. ŞEHİR BLD","malatya-bb","","","MALATYA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_malatya-bb.png","images/com_joomleague/database/clubs/medium/medium_malatya-bb.png","images/com_joomleague/database/clubs/small/small_malatya-bb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",47,0,0000-00-00 00:00:00,2019-01-01 20:06:48,854,,16
49,"SİSTEM REKLAM","sistem-reklam","","","İSTANBUL","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_sistem_reklam.png","images/com_joomleague/database/clubs/medium/medium_sistem_reklam.png","images/com_joomleague/database/clubs/small/small_sistem_reklam.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",53,0,0000-00-00 00:00:00,2022-04-14 08:53:27,738,"",3283
50,"İSTANBUL KUPASI","istanbul-kupasi","","","İSTANBUL","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_istanbul_kupasi.png","images/com_joomleague/database/clubs/medium/medium_istanbul_kupasi.png","images/com_joomleague/database/clubs/small/small_istanbul_kupasi.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",37,0,0000-00-00 00:00:00,2022-04-21 16:31:28,485,"",137
51,"BURSASPOR","bursaspor","","","BURSA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_bursaspor.png","images/com_joomleague/database/clubs/medium/medium_bursaspor.png","images/com_joomleague/database/clubs/small/small_bursaspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",17,0,0000-00-00 00:00:00,2018-12-13 18:36:33,232,,19
52,"ŞAHİNBEY BELEDİYESİ","sahinbey-belediyesi","","","GAZİANTEP","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_sahinbey_bld_gsk.png","images/com_joomleague/database/clubs/medium/medium_sahinbey_bld_gsk.png","images/com_joomleague/database/clubs/small/small_sahinbey_bld_gsk.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",55,0,0000-00-00 00:00:00,2023-12-02 14:35:53,485,"",6741
53,"EXPOTİM","expotim","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_expotim.png","images/com_joomleague/database/clubs/medium/medium_expotim.png","images/com_joomleague/database/clubs/small/small_expotim.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",25,0,0000-00-00 00:00:00,2018-12-10 08:07:41,232,,21
54,"ADANA MTİ","adana-mti","","","ADANA","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_adana-mti.png","images/com_joomleague/database/clubs/medium/medium_adana-mti.png","images/com_joomleague/database/clubs/small/small_adana-mti.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",1,0,0000-00-00 00:00:00,2019-10-01 10:44:34,854,"",22
55,"ALTAY","altay","","","İZMİR","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_altay.png","images/com_joomleague/database/clubs/medium/medium_altay.png","images/com_joomleague/database/clubs/small/small_altay.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",3,0,0000-00-00 00:00:00,2021-05-10 16:15:05,738,"",5129
56,"ANTALYASPOR","antalyaspor","","","ANTALYA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_antalyaspor.png","images/com_joomleague/database/clubs/medium/medium_antalyaspor.png","images/com_joomleague/database/clubs/small/small_antalyaspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",7,0,0000-00-00 00:00:00,2018-12-13 17:33:20,232,,24
57,"ANKARA B. ŞEHİR BELEDİYESİ","ankara-bb","","","ANKARA","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_bb_ankaraspor.png","images/com_joomleague/database/clubs/medium/medium_bb_ankaraspor.png","images/com_joomleague/database/clubs/small/small_bb_ankaraspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",5,0,0000-00-00 00:00:00,2022-04-18 09:54:29,485,"",112
58,"BEDENSEL ENGELLİLER MTD","bedensel-engelliler-mtd","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_bedensel_engelliler.png","images/com_joomleague/database/clubs/medium/medium_bedensel_engelliler.png","images/com_joomleague/database/clubs/small/small_bedensel_engelliler.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",10,0,0000-00-00 00:00:00,2018-12-13 17:39:39,232,,26
59,"BEYOĞLUSPOR","beyogluspor","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_beyogluspor.png","images/com_joomleague/database/clubs/medium/medium_beyogluspor.png","images/com_joomleague/database/clubs/small/small_beyogluspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",13,0,0000-00-00 00:00:00,2018-12-13 17:50:53,232,,27
60,"BURSA BB","bursa-bb","","","BURSA","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_Bursa_BB_spor.png","images/com_joomleague/database/clubs/medium/medium_Bursa_BB_spor.png","images/com_joomleague/database/clubs/small/small_Bursa_BB_spor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",16,0,0000-00-00 00:00:00,2023-12-02 14:44:09,485,"",6744
61,"FENERBAHÇE VMTD","fenerbahce-vmtd","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_fenerbahce_vmtd.png","images/com_joomleague/database/clubs/medium/medium_fenerbahce_vmtd.png","images/com_joomleague/database/clubs/small/small_fenerbahce_vmtd.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",27,0,0000-00-00 00:00:00,2018-12-13 17:55:23,232,,29
62,"KOCASİNAN BELEDİYESİ","kocasinan-belediyesi","","","KAYSERİ","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_kocasinan_bld.png","images/com_joomleague/database/clubs/medium/medium_kocasinan_bld.png","images/com_joomleague/database/clubs/small/small_kocasinan_bld.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",41,0,0000-00-00 00:00:00,2018-12-13 18:14:42,232,,30
63,"KONYA BAROSU","konya-barosu","","","KONYA","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_konya-barosu.png","images/com_joomleague/database/clubs/medium/medium_konya-barosu.png","images/com_joomleague/database/clubs/small/small_konya-barosu.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",43,0,0000-00-00 00:00:00,2022-04-14 08:58:06,738,"",11422
64,"ÇORUM SPOR İHTİSAS GSK","spor-ihtisas-gsk","","","ÇORUM","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_corumspor.png","images/com_joomleague/database/clubs/medium/medium_corumspor.png","images/com_joomleague/database/clubs/small/small_corumspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",54,0,0000-00-00 00:00:00,2023-05-17 06:44:17,485,"",4091
65,"VETERAN MTD","veteran-mtd","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_vmtd.png","images/com_joomleague/database/clubs/medium/medium_vmtd.png","images/com_joomleague/database/clubs/small/small_vmtd.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",60,0,0000-00-00 00:00:00,2018-12-13 17:46:40,232,,33
66,"YILDIRIM SPOR","yildirim-spor","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_yildirim_spor.png","images/com_joomleague/database/clubs/medium/medium_yildirim_spor.png","images/com_joomleague/database/clubs/small/small_yildirim_spor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",62,0,0000-00-00 00:00:00,2019-05-23 07:07:03,854,,34
67,"BTL. GENÇLİK SPOR","bitlis-gs","","","BİTLİS","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_gsb.png","images/com_joomleague/database/clubs/medium/medium_gsb.png","images/com_joomleague/database/clubs/small/small_gsb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",14,0,0000-00-00 00:00:00,2019-10-01 08:46:14,854,"",35
68,"BU PİLİÇ SPOR","bu-pilic-spor","","","BALIKESİR","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_bupilic.png","images/com_joomleague/database/clubs/medium/medium_bupilic.png","images/com_joomleague/database/clubs/small/small_bupilic.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",15,0,0000-00-00 00:00:00,2021-05-05 04:06:24,738,"",4906
69,"ÇANKAYA ÜNİVERSİTESİ","cankaya-uni","","","ANKARA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_cankaya_universitesi.png","images/com_joomleague/database/clubs/medium/medium_cankaya_universitesi.png","images/com_joomleague/database/clubs/small/small_cankaya_universitesi.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",18,0,0000-00-00 00:00:00,2018-12-13 20:51:29,232,,37
70,"ETİMESGUT BLD","etimesgut-bld","","","ANKARA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_etimesgut_belediyespor.png","images/com_joomleague/database/clubs/medium/medium_etimesgut_belediyespor.png","images/com_joomleague/database/clubs/small/small_etimesgut_belediyespor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",24,0,0000-00-00 00:00:00,2018-11-11 20:46:23,232,,38
71,"FMV IŞIKSPOR","fmv-isikspor","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_fmv_isikspor.png","images/com_joomleague/database/clubs/medium/medium_fmv_isikspor.png","images/com_joomleague/database/clubs/small/small_fmv_isikspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",28,0,0000-00-00 00:00:00,2018-11-11 20:48:18,232,,39
72,"GİRNE SPOR BİRLİĞİ","girne-spor-birligi","","","KKTC","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_girne_spor_birligi.png","images/com_joomleague/database/clubs/medium/medium_girne_spor_birligi.png","images/com_joomleague/database/clubs/small/small_girne_spor_birligi.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",31,0,0000-00-00 00:00:00,2018-11-11 20:56:48,232,,40
73,"GRS. GENÇLİK SPOR","giresun-genclik","","","GİRESUN","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_gsb.png","images/com_joomleague/database/clubs/medium/medium_gsb.png","images/com_joomleague/database/clubs/small/small_gsb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",32,0,0000-00-00 00:00:00,2019-10-01 08:47:31,854,"",41
74,"HAYDAR SPOR","haydar-spor","","","İSTANBUL","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_haydarspor.png","images/com_joomleague/database/clubs/medium/medium_haydarspor.png","images/com_joomleague/database/clubs/small/small_haydarspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",33,0,0000-00-00 00:00:00,2022-01-31 06:25:17,738,"",8489
