"id","name","alias","address","zipcode","location","state","country","founded","phone","fax","email","website","president","manager","logo_big","logo_middle","logo_small","standard_playground","notes","extended","ordering","checked_out","checked_out_time","modified","modified_by","dissolved","asset_id"
236,"KOCAELİ GENÇLİK VE SPOR","kocaeli-gencli-k-ve-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",236,0,0000-00-00 00:00:00,,,"",3983
237,"MERSİN GHSK","mersi-n-ghsk","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",237,0,0000-00-00 00:00:00,,,"",3985
238,"MUĞLA TÜRK TELEKOM","mugla-tuerk-telekom","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",238,0,0000-00-00 00:00:00,,,"",3987
239,"NİĞDE GESK","ni-gde-gesk","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",239,0,0000-00-00 00:00:00,,,"",3989
240,"YALIKÖY ŞHT PT BARIŞ ÇAKIR O.O","yalikoey-sht-pt-baris-cakir-o-o","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",240,0,0000-00-00 00:00:00,,,"",3991
241,"SPIN POINT SK","spin-point-sk","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",241,0,0000-00-00 00:00:00,,,"",5352
242,"YAVUZLAR SPOR","yavuzlar-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",242,0,0000-00-00 00:00:00,,,"",5646
243,"ORDU GENÇLİK VE SPOR İMSK","ordu-gencli-k-ve-spor-i-msk","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",243,0,0000-00-00 00:00:00,,,"",5771
244,"SUPERPOOL FINDIKLI 1974 SPOR","superpool-findikli-1974-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",244,0,0000-00-00 00:00:00,,,"",5773
245,"HAYAT GÜCÜ SPOR","hayat-gucu-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",245,0,0000-00-00 00:00:00,,,"",5891
246,"NAZİLLİ BELEDİYE SPOR","nazilli-belediyesi","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",246,0,0000-00-00 00:00:00,,,"",5893
247,"MAVİ EGE SPOR","mavi-ege-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",247,0,0000-00-00 00:00:00,,,"",5895
248,"DENİZ MTSK","deniz-mtsk","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",248,0,0000-00-00 00:00:00,,,"",6114
